,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f3,f12,f13,f23,f123,kb1,kb2,kb3,ku1,ku2,ku3,bcoop12,bcoop13,bcoop23,bcoop123,ucoop12,ucoop13,ucoop23,ucoop123,DNAtot,taum,taumRNA
187,2.68E-01,1.57E-01,5.06E-02,1.11E-02,2.62E-01,7.14E+00,1.89E-01,2.83E-03,1.30E-02,7.85E-01,5.12E+01,1.81E-01,1.33E+00,3.89E+01,3.74E-01,1.85E-02,1.83E+01,1.22E+01,6.35E+01,8.94E+02,4.72E-01,2.89E+00,7.65E-01,1.46E+01,1.15E-01,3.65E-01,3.65E-01,4.72E+00,1.00E+00,0.00E+00,0.00E+00
188,6.91E-02,5.78E-02,1.38E-02,1.05E-03,5.18E-01,5.13E-01,1.01E-02,7.72E-01,4.30E-01,3.22E-02,1.38E-02,7.57E-03,8.75E+01,6.24E+01,4.22E-01,2.58E-03,8.86E-03,1.38E+01,8.85E+00,4.33E-01,1.83E+01,5.32E+00,5.17E+00,2.04E-01,4.46E+00,6.73E-01,2.46E+00,6.58E-02,1.00E+00,0.00E+00,0.00E+00
189,4.74E-01,1.82E-02,1.62E-01,1.43E-03,1.48E-01,7.05E+00,6.30E-02,8.16E-03,1.72E+00,1.22E-03,2.32E+01,1.20E-03,1.24E-02,3.02E+01,3.29E+00,9.20E-02,1.46E-01,1.07E+02,3.15E+02,7.12E+00,2.43E-01,1.53E+01,7.29E+00,1.35E+00,5.92E-02,1.94E+00,3.47E+00,4.35E-01,1.00E+00,0.00E+00,0.00E+00
190,2.08E-02,2.98E-01,3.08E-03,6.86E-04,3.47E-01,2.07E+02,7.95E-01,2.12E-02,7.82E+00,5.07E+00,6.49E-01,3.94E-01,5.94E-01,3.90E+01,2.18E-03,3.12E-03,1.05E+01,7.10E-02,1.07E+01,5.12E+02,6.80E-01,8.41E+00,1.37E-01,1.05E+01,1.66E-01,1.07E+00,6.51E-02,3.39E+00,1.00E+00,0.00E+00,0.00E+00
191,6.03E-01,1.73E-01,1.23E+00,9.09E-04,4.68E-02,2.22E+00,9.90E-01,1.16E+00,5.47E-03,4.56E-02,9.11E-03,3.25E+00,2.15E-02,7.47E+01,8.26E+00,5.61E-02,7.24E-03,2.70E+02,1.92E+02,3.54E-01,2.82E-01,1.82E+01,4.05E-01,4.20E+00,6.88E-02,2.30E+00,1.93E-01,1.35E+00,1.00E+00,0.00E+00,0.00E+00
192,2.05E-02,2.78E-01,1.68E-01,1.79E-03,9.76E-02,1.43E-02,7.50E-01,6.90E-02,7.11E-03,3.95E-03,1.76E-03,1.17E-01,6.68E-01,6.38E+01,1.16E+01,1.92E-02,7.48E-03,3.79E+02,6.59E+01,3.66E-01,6.44E+00,1.53E+01,1.67E+00,8.46E-01,1.57E+00,1.94E+00,7.95E-01,2.73E-01,1.00E+00,0.00E+00,0.00E+00
193,3.25E-02,1.90E-01,1.94E-02,8.58E-04,7.95E-02,5.62E-02,6.08E-02,1.94E-01,3.26E+00,1.21E-01,1.88E-03,5.24E-02,1.85E-01,5.89E+01,1.83E+01,4.35E-03,1.26E-02,5.98E+02,1.49E+01,6.15E-01,1.60E+00,1.86E+00,3.66E+00,1.15E+01,3.90E-01,2.35E-01,1.74E+00,3.71E+00,1.00E+00,0.00E+00,0.00E+00
194,4.05E-01,1.12E-01,3.09E-01,9.48E-03,4.73E-02,1.12E+02,1.88E+00,1.57E-02,1.13E-02,5.56E-03,1.06E-03,6.47E-03,1.23E-01,7.12E+01,1.78E-03,1.76E-02,4.23E-02,5.81E-02,6.05E+01,2.07E+00,8.09E-01,1.11E+00,1.81E-01,4.27E-01,1.97E-01,1.41E-01,8.61E-02,1.38E-01,1.00E+00,0.00E+00,0.00E+00
195,3.16E-01,4.10E-01,1.31E-01,5.50E-02,2.54E-02,3.54E+01,3.10E+00,1.25E+01,1.58E-03,2.57E-03,1.13E-03,2.96E-02,5.89E+00,6.82E+01,3.87E-03,1.39E-01,1.18E-01,1.26E-01,4.76E+02,5.77E+00,5.15E+00,4.72E-01,2.01E+00,4.61E-01,1.26E+00,5.98E-02,9.58E-01,1.49E-01,1.00E+00,0.00E+00,0.00E+00
196,2.23E-01,5.40E-03,8.66E-02,9.47E-04,1.63E-01,3.37E+00,3.55E-02,1.67E-03,7.35E-01,2.57E-02,5.04E-01,5.80E-02,3.78E-02,2.11E+01,1.02E-03,8.22E-03,6.99E-01,3.33E-02,2.82E+01,3.42E+01,2.66E+00,7.04E+00,5.92E+00,2.84E-01,6.50E-01,8.91E-01,2.82E+00,9.16E-02,1.00E+00,0.00E+00,0.00E+00
197,1.69E-01,1.99E-01,1.56E+00,7.42E-04,2.76E-02,2.04E-02,8.80E-01,1.50E-01,1.77E+01,2.72E-03,1.55E+00,1.28E-03,3.86E-01,6.45E+01,2.38E+01,3.63E-02,7.43E+00,7.77E+02,1.25E+02,3.63E+02,4.09E+00,8.86E+00,7.52E+00,2.79E-01,9.97E-01,1.12E+00,3.58E+00,8.99E-02,1.00E+00,0.00E+00,0.00E+00
198,1.24E+00,3.45E-01,2.55E-02,2.78E-03,5.61E-02,8.35E+02,4.77E+00,3.17E-03,8.49E+00,2.70E-02,6.41E-02,1.83E-03,7.53E-02,5.15E+00,4.15E-03,3.38E-03,1.54E-01,1.35E-01,1.16E+01,7.54E+00,1.45E+01,1.62E+00,3.55E+00,2.36E-01,3.55E+00,2.05E-01,1.69E+00,7.60E-02,1.00E+00,0.00E+00,0.00E+00
199,2.79E+01,3.85E-01,6.53E+00,9.54E-04,1.93E-02,6.50E-03,6.56E-02,1.68E+00,3.16E-01,1.10E-02,1.36E-01,6.94E-02,5.68E+00,2.92E+01,8.93E-02,1.17E-02,1.10E+00,2.92E+00,4.01E+01,5.39E+01,2.96E-01,6.24E+00,1.66E+00,1.73E-01,7.21E-02,7.90E-01,7.92E-01,5.59E-02,1.00E+00,0.00E+00,0.00E+00
200,1.52E+01,9.73E-01,1.06E-02,1.75E-03,2.58E-01,5.19E+02,6.23E-02,2.12E-01,1.08E-03,7.48E-02,3.68E-03,6.81E-01,2.89E-01,1.42E+01,1.06E+00,5.46E-02,1.82E-02,3.47E+01,1.87E+02,8.92E-01,1.03E+01,1.06E+00,2.04E-01,3.00E+00,2.50E+00,1.35E-01,9.73E-02,9.67E-01,1.00E+00,0.00E+00,0.00E+00
201,1.08E+00,1.30E-03,2.35E+00,7.36E-03,3.13E-02,1.89E+02,2.86E-01,2.47E+00,2.01E-02,1.19E-02,8.83E+01,1.14E-01,3.02E+01,9.71E+01,2.99E+01,2.17E-02,9.11E-02,9.77E+02,7.45E+01,4.45E+00,3.38E+00,1.67E+00,6.48E-01,8.29E-01,8.25E-01,2.11E-01,3.08E-01,2.67E-01,1.00E+00,0.00E+00,0.00E+00
202,1.73E+00,7.87E-01,5.81E-02,3.95E-03,4.01E-01,6.97E+00,1.43E-01,2.94E+00,1.45E+01,9.43E-02,2.76E-01,2.20E-02,5.60E-03,2.31E+01,1.66E+01,1.03E-02,1.15E+01,5.40E+02,3.52E+01,5.63E+02,1.20E+00,1.85E+01,8.16E-01,4.12E+00,2.93E-01,2.35E+00,3.88E-01,1.33E+00,1.00E+00,0.00E+00,0.00E+00
203,2.21E-01,4.10E-01,5.68E+00,6.79E-03,1.63E-01,1.44E-03,3.30E+00,3.07E-02,3.16E-02,4.60E-02,4.18E+00,7.31E-01,1.38E-02,9.28E+01,2.98E-03,2.81E-03,9.78E+00,9.73E-02,9.64E+00,4.78E+02,4.21E+00,3.52E+00,2.78E-01,2.11E+00,1.03E+00,4.45E-01,1.33E-01,6.81E-01,1.00E+00,0.00E+00,0.00E+00
204,2.06E+00,4.15E-02,4.31E-02,4.72E-03,2.36E-02,1.50E+01,1.78E-02,6.17E-01,3.84E+00,4.10E-02,3.62E+01,7.43E-01,8.61E-01,4.43E+01,1.20E-01,1.97E-02,1.28E-01,3.90E+00,6.74E+01,6.24E+00,3.56E+00,4.27E-01,1.64E+01,4.37E+00,8.67E-01,5.40E-02,7.79E+00,1.41E+00,1.00E+00,0.00E+00,0.00E+00
205,4.59E-01,2.52E-01,1.79E-01,1.48E-03,2.93E-01,3.28E-01,2.89E-01,3.45E-02,1.62E+00,7.69E-02,2.87E+00,7.10E-01,5.60E-03,1.30E+01,1.08E-02,3.05E-02,3.83E-02,3.52E-01,1.05E+02,1.87E+00,2.28E-01,2.51E+00,9.94E+00,8.90E+00,5.55E-02,3.17E-01,4.73E+00,2.87E+00,1.00E+00,0.00E+00,0.00E+00
206,2.41E+00,3.45E-02,3.88E+00,3.31E-02,3.56E-02,7.64E+02,7.75E+00,7.41E+00,1.50E+01,5.26E-02,3.01E+00,1.66E-02,8.91E+01,3.87E+01,5.01E-03,5.88E-03,2.62E-03,1.64E-01,2.01E+01,1.28E-01,4.52E+00,1.25E+00,1.98E+01,6.92E-01,1.10E+00,1.58E-01,9.42E+00,2.23E-01,1.00E+00,0.00E+00,0.00E+00
207,2.05E+01,1.32E-03,2.04E+00,5.76E-03,1.20E-02,6.14E+02,1.85E-02,1.31E-02,1.88E+01,4.74E+00,1.89E-02,4.75E+00,1.19E+00,8.97E+01,7.29E-03,1.39E-02,1.85E-03,2.38E-01,4.75E+01,9.04E-02,2.38E-01,1.05E+00,4.53E+00,2.90E+00,5.80E-02,1.33E-01,2.16E+00,9.34E-01,1.00E+00,0.00E+00,0.00E+00
208,2.65E-01,1.85E-01,2.36E-01,1.40E-02,1.44E-01,1.66E+00,7.48E-01,1.04E+00,1.44E-02,5.90E-02,9.17E+01,1.44E-03,2.68E-01,4.44E+01,2.62E+01,1.04E-02,2.07E+00,8.55E+02,3.57E+01,1.01E+02,1.03E+01,6.31E-01,3.58E-01,1.25E+01,2.51E+00,7.98E-02,1.71E-01,4.03E+00,1.00E+00,0.00E+00,0.00E+00
209,1.05E+01,6.55E-03,2.76E-01,4.39E-03,1.00E-02,8.41E+02,2.44E-02,1.50E-01,2.14E-03,7.87E+00,5.42E+00,3.93E-01,9.82E-03,6.37E+01,1.17E-02,2.83E-03,8.73E-02,3.82E-01,9.70E+00,4.27E+00,1.30E+00,7.07E-01,2.92E+00,6.93E+00,3.16E-01,8.95E-02,1.39E+00,2.23E+00,1.00E+00,0.00E+00,0.00E+00
210,3.53E+00,4.25E-02,3.59E-02,1.06E-03,2.21E-01,2.41E+01,2.41E-02,3.45E-02,1.25E+01,2.59E-01,4.39E-02,3.63E-03,8.56E-03,6.16E+00,1.80E+00,7.15E-03,1.13E-03,5.87E+01,2.45E+01,5.50E-02,7.98E+00,9.23E+00,1.31E-01,2.89E+00,1.95E+00,1.17E+00,6.25E-02,9.31E-01,1.00E+00,0.00E+00,0.00E+00
211,9.09E+01,7.61E-01,2.73E+00,7.27E-02,3.33E-01,1.10E+01,9.33E-02,4.55E+00,5.99E-01,3.84E+00,2.75E-01,1.40E-03,4.28E-01,7.27E+01,1.54E+00,4.58E-02,1.11E-03,5.03E+01,1.57E+02,5.41E-02,2.92E-01,1.38E+00,1.63E+00,7.85E-01,7.11E-02,1.74E-01,7.78E-01,2.53E-01,1.00E+00,0.00E+00,0.00E+00
212,7.09E+01,1.63E-01,2.69E+00,2.06E-03,4.63E-02,4.81E+00,3.17E-02,1.31E-03,1.33E-03,8.09E-02,4.45E+01,3.72E-01,1.45E+00,5.95E+01,2.29E-01,8.14E-03,1.31E+01,7.49E+00,2.79E+01,6.40E+02,2.11E+00,5.46E-01,6.80E-01,1.52E+00,5.15E-01,6.92E-02,3.24E-01,4.90E-01,1.00E+00,0.00E+00,0.00E+00
213,1.55E-01,5.95E-02,3.91E+00,1.45E-03,5.71E-02,3.64E-02,1.35E+00,1.54E+00,2.89E+01,1.18E+00,2.55E+00,8.26E-02,4.40E+00,6.52E+01,2.59E+01,1.84E-02,4.65E+00,8.45E+02,6.29E+01,2.27E+02,4.64E-01,4.06E-01,6.68E-01,2.79E-01,1.13E-01,5.14E-02,3.18E-01,9.01E-02,1.00E+00,0.00E+00,0.00E+00
214,1.03E+00,3.94E-01,1.92E-02,6.19E-03,1.22E-02,8.96E+01,2.13E-01,2.13E-01,1.77E+00,2.57E+00,1.20E+01,3.98E-02,6.09E+01,8.52E+01,2.59E-03,6.36E-03,8.18E-03,8.45E-02,2.18E+01,4.00E-01,2.20E-01,8.59E-01,7.93E-01,3.10E+00,5.35E-02,1.09E-01,3.78E-01,1.00E+00,1.00E+00,0.00E+00,0.00E+00
215,6.17E-01,6.70E-02,7.92E-02,5.76E-03,1.11E-02,1.10E-01,5.19E-02,1.10E-02,6.14E-01,1.48E-01,1.26E+00,2.03E-03,6.40E+00,3.40E+01,2.72E-01,1.43E-02,9.95E-02,8.87E+00,4.90E+01,4.86E+00,8.17E-01,3.60E+00,1.97E-01,1.30E+01,1.99E-01,4.56E-01,9.39E-02,4.20E+00,1.00E+00,0.00E+00,0.00E+00
216,1.73E+00,2.49E-01,1.88E-01,6.19E-03,9.02E-01,1.17E+00,1.21E-01,1.49E-03,1.19E+00,2.71E-02,5.29E-03,3.67E-02,2.53E-02,1.43E+01,7.09E-02,1.33E-03,8.76E-01,2.32E+00,4.57E+00,4.28E+01,2.24E-01,7.18E+00,1.21E-01,1.65E+00,5.46E-02,9.09E-01,5.76E-02,5.32E-01,1.00E+00,0.00E+00,0.00E+00
217,4.36E-02,1.04E-01,7.88E-03,9.26E-04,1.16E-01,1.14E+01,1.40E-01,5.93E-02,2.41E+01,2.66E-02,4.90E-02,3.76E+00,2.43E-01,3.89E+01,4.56E-02,1.80E-01,1.54E-02,1.49E+00,6.18E+02,7.52E-01,3.81E-01,6.09E-01,1.45E+01,3.41E-01,9.28E-02,7.71E-02,6.90E+00,1.10E-01,1.00E+00,0.00E+00,0.00E+00
218,8.58E-02,1.81E-01,1.28E-02,1.14E-02,1.05E-02,7.09E+00,7.02E+00,5.98E-02,1.25E-02,1.06E-02,3.49E-03,1.47E-02,6.85E-02,3.17E+00,1.50E+01,2.05E-02,7.05E-02,4.90E+02,7.04E+01,3.44E+00,7.44E-01,1.30E+00,2.49E-01,2.62E+00,1.82E-01,1.65E-01,1.19E-01,8.44E-01,1.00E+00,0.00E+00,0.00E+00
219,6.35E-01,1.45E-01,9.77E+00,4.07E-03,1.32E-02,1.48E-01,3.32E+00,1.25E+01,1.71E+00,3.15E-03,5.33E+00,7.18E-02,7.76E-02,9.34E+01,1.63E-03,1.39E-02,2.51E-01,5.33E-02,4.76E+01,1.23E+01,1.03E+00,5.61E+00,1.39E-01,4.32E-01,2.51E-01,7.10E-01,6.63E-02,1.39E-01,1.00E+00,0.00E+00,0.00E+00
220,4.41E+00,1.84E-01,3.62E-02,5.71E-04,7.50E-01,6.49E+01,1.99E-02,4.21E-02,9.51E+00,3.31E+00,2.89E-03,2.09E-02,1.21E-03,2.04E+01,3.29E-02,2.13E-01,7.88E+00,1.08E+00,7.30E+02,3.85E+02,7.45E-01,7.52E+00,1.47E+00,3.18E+00,1.82E-01,9.52E-01,7.02E-01,1.03E+00,1.00E+00,0.00E+00,0.00E+00
221,7.93E-02,7.29E-03,2.94E-01,9.39E-04,2.14E-02,9.55E-02,9.94E-02,8.13E-02,1.04E-02,3.79E-01,1.29E-03,2.46E-01,2.94E+01,6.51E+01,1.39E-03,3.75E-03,9.14E-03,4.52E-02,1.29E+01,4.47E-01,3.97E+00,1.55E+01,1.02E+01,5.21E-01,9.69E-01,1.96E+00,4.84E+00,1.68E-01,1.00E+00,0.00E+00,0.00E+00
222,3.46E-01,4.83E-01,1.84E-02,1.23E-03,4.51E-01,1.29E-02,1.35E-02,1.17E-02,3.01E-03,1.86E+00,2.13E-01,5.09E-02,6.01E-03,1.60E+01,1.51E-03,1.04E-01,1.55E-03,4.93E-02,3.57E+02,7.57E-02,2.19E+00,1.30E+01,2.91E-01,7.74E+00,5.34E-01,1.65E+00,1.39E-01,2.50E+00,1.00E+00,0.00E+00,0.00E+00
223,1.15E-01,4.04E-01,1.60E-03,5.06E-02,1.40E-02,6.51E+00,6.58E-02,1.35E-02,5.71E-03,7.59E-02,1.41E-01,1.02E+01,5.77E+00,6.84E+01,1.13E-01,1.42E-01,2.62E-01,3.68E+00,4.88E+02,1.28E+01,2.58E+00,7.11E-01,8.21E+00,1.86E-01,6.30E-01,9.00E-02,3.91E+00,5.99E-02,1.00E+00,0.00E+00,0.00E+00
224,3.39E-02,1.26E-02,4.63E-03,9.59E-04,1.45E-01,4.99E+01,7.24E-02,2.61E-01,2.49E+01,6.51E-02,3.60E+01,6.05E-02,5.89E-03,1.54E+01,1.54E+00,3.57E-02,1.73E+00,5.02E+01,1.22E+02,8.46E+01,7.98E-01,5.12E+00,1.25E+01,1.78E+01,1.95E-01,6.48E-01,5.97E+00,5.74E+00,1.00E+00,0.00E+00,0.00E+00
225,3.26E-01,5.37E-03,3.19E-01,8.80E-03,1.18E-02,1.79E+01,1.72E-01,1.07E+00,4.60E-03,2.01E-01,1.48E+00,2.77E+00,2.34E-02,9.82E+01,3.62E-01,6.77E-03,1.20E-01,1.18E+01,2.32E+01,5.89E+00,4.67E+00,1.63E+01,1.98E+00,8.09E-01,1.14E+00,2.06E+00,9.45E-01,2.61E-01,1.00E+00,0.00E+00,0.00E+00
226,2.70E+01,6.26E-02,8.77E-01,8.36E-02,6.28E-01,1.94E+02,4.82E-02,2.35E-02,9.48E-02,3.45E-02,7.51E+01,5.72E-01,9.66E+00,9.70E+01,2.09E+00,1.15E-02,4.40E-01,6.83E+01,3.95E+01,2.15E+01,3.57E+00,1.39E+01,6.80E-01,1.84E-01,8.70E-01,1.76E+00,3.24E-01,5.94E-02,1.00E+00,0.00E+00,0.00E+00
227,3.83E+01,9.11E-01,4.99E+00,1.46E-03,1.70E-01,1.11E+00,7.99E-01,3.06E-03,2.73E-03,9.62E-01,1.98E-02,1.55E-03,3.21E-01,1.16E+01,1.13E+00,3.55E-03,7.54E-01,3.68E+01,1.22E+01,3.69E+01,1.82E+01,1.44E+01,3.33E+00,1.61E+00,4.43E+00,1.82E+00,1.59E+00,5.20E-01,1.00E+00,0.00E+00,0.00E+00
228,1.24E-02,2.97E-01,5.02E-03,6.90E-04,1.45E-01,1.06E-03,1.41E-02,3.67E+00,7.15E-02,1.74E-01,4.05E-01,5.62E-01,3.25E-03,5.31E+01,2.62E-01,2.01E-03,6.58E-01,8.57E+00,6.89E+00,3.22E+01,4.89E+00,1.00E+01,1.23E+00,5.91E-01,1.19E+00,1.27E+00,5.84E-01,1.91E-01,1.00E+00,0.00E+00,0.00E+00
229,3.45E-01,2.68E-01,3.66E+00,8.40E-04,2.61E-01,7.52E+00,5.23E+00,1.14E+00,3.94E-01,4.45E-02,5.43E+01,2.74E-03,1.56E+01,8.54E+01,1.16E-01,2.27E-01,7.40E-03,3.77E+00,7.79E+02,3.61E-01,6.77E+00,1.07E+01,1.09E+01,4.80E-01,1.65E+00,1.36E+00,5.19E+00,1.55E-01,1.00E+00,0.00E+00,0.00E+00
230,2.34E+00,1.59E-01,2.13E-02,2.87E-03,4.95E-02,1.66E+00,1.02E-02,6.21E+00,1.32E+01,2.32E-02,6.44E+00,3.69E-02,3.95E+00,2.69E+01,3.05E+00,5.98E-03,7.83E+00,9.95E+01,2.05E+01,3.83E+02,1.72E+01,1.67E+01,4.63E-01,1.90E-01,4.18E+00,2.11E+00,2.20E-01,6.13E-02,1.00E+00,0.00E+00,0.00E+00
231,1.66E+01,1.54E-01,2.34E+00,1.79E-03,3.82E-01,6.25E-02,1.81E-02,1.91E-01,3.95E+00,6.95E-01,1.90E+01,1.18E+00,4.82E-02,3.28E+01,1.09E-01,2.61E-01,3.61E+00,3.55E+00,8.95E+02,1.77E+02,2.54E-01,1.41E+01,9.40E+00,2.03E+00,6.21E-02,1.78E+00,4.47E+00,6.55E-01,1.00E+00,0.00E+00,0.00E+00
232,3.07E-02,4.83E-01,4.04E-01,7.17E-04,4.47E-02,1.09E-01,8.86E+00,4.22E-02,2.74E-01,1.06E-02,1.42E+00,3.95E-02,2.76E+00,3.51E+01,1.90E-02,7.26E-03,1.36E-03,6.21E-01,2.49E+01,6.67E-02,1.99E+00,6.44E-01,1.78E+01,3.19E+00,4.84E-01,8.15E-02,8.46E+00,1.03E+00,1.00E+00,0.00E+00,0.00E+00
233,2.16E-01,2.71E-01,4.05E-03,4.12E-03,1.04E-01,1.70E-01,1.48E-02,1.10E+00,3.88E-01,1.36E+00,8.37E+00,1.10E-02,4.35E+00,1.91E+01,1.06E+00,6.41E-02,4.90E-02,3.47E+01,2.20E+02,2.40E+00,1.23E+01,1.14E+01,5.52E+00,1.54E+01,3.01E+00,1.45E+00,2.63E+00,4.95E+00,1.00E+00,0.00E+00,0.00E+00
234,8.52E-02,4.98E-01,6.45E-03,7.48E-03,5.40E-02,1.31E+01,2.95E-01,1.68E-03,2.99E+01,5.63E-01,1.50E-03,2.06E-01,3.45E-03,6.11E+01,1.37E+01,8.93E-02,3.93E+00,4.46E+02,3.06E+02,1.92E+02,1.14E+00,3.12E+00,3.18E+00,9.13E-01,2.77E-01,3.95E-01,1.52E+00,2.95E-01,1.00E+00,0.00E+00,0.00E+00
235,1.12E+01,5.07E-01,5.71E-01,3.24E-03,9.49E-01,1.17E+00,3.37E-02,5.35E-01,7.87E-03,1.19E-01,1.28E+01,1.79E-03,3.20E+00,3.08E+01,1.24E+01,8.90E-03,8.00E-03,4.03E+02,3.05E+01,3.91E-01,4.62E+00,3.24E+00,3.04E+00,7.93E-01,1.13E+00,4.10E-01,1.45E+00,2.56E-01,1.00E+00,0.00E+00,0.00E+00
236,1.52E-02,1.99E-03,2.27E-02,1.58E-03,5.81E-01,1.99E+02,1.13E-01,1.75E-03,3.60E+00,1.52E+00,6.33E-03,3.58E-02,1.95E+00,4.37E+01,1.55E-01,1.88E-03,1.91E-02,5.07E+00,6.45E+00,9.35E-01,1.17E+00,4.17E+00,8.63E+00,1.04E+01,2.84E-01,5.28E-01,4.11E+00,3.36E+00,1.00E+00,0.00E+00,0.00E+00
237,9.63E-01,1.12E-02,8.29E-01,8.66E-03,1.17E-01,5.65E+02,5.92E-01,1.76E-02,5.55E+01,1.17E-01,4.84E-01,1.98E-02,5.43E+00,5.12E+01,9.84E-02,3.25E-02,3.26E-03,3.21E+00,1.11E+02,1.60E-01,1.37E+01,6.16E-01,2.56E-01,3.76E+00,3.33E+00,7.80E-02,1.22E-01,1.21E+00,1.00E+00,0.00E+00,0.00E+00
238,1.78E+00,9.78E-03,4.78E-01,1.43E-02,3.33E-02,2.56E+01,7.27E-02,3.57E+00,2.31E+00,3.07E-03,1.04E+01,2.36E+00,8.64E-01,9.68E+01,2.06E-01,8.04E-02,1.08E+00,6.74E+00,2.76E+02,5.29E+01,3.87E+00,8.81E+00,6.83E+00,3.53E-01,9.45E-01,1.12E+00,3.25E+00,1.14E-01,1.00E+00,0.00E+00,0.00E+00
239,4.27E-02,3.68E-03,9.69E-02,7.06E-04,6.13E-02,1.86E+01,1.28E-01,3.61E+00,3.26E+00,1.71E-02,1.10E+01,1.08E-03,1.17E+00,5.01E+01,2.29E-03,1.54E-01,5.30E-01,7.49E-02,5.29E+02,2.59E+01,3.75E-01,2.64E+00,1.56E+01,3.55E+00,9.14E-02,3.35E-01,7.41E+00,1.14E+00,1.00E+00,0.00E+00,0.00E+00
240,5.99E-02,4.23E-02,3.65E-02,1.53E-03,4.33E-02,1.34E-01,3.35E-02,1.68E-01,2.67E-03,5.68E-03,1.85E-03,5.74E-02,1.31E-02,7.78E+01,1.10E-03,4.16E-02,1.15E+00,3.60E-02,1.43E+02,5.60E+01,2.46E-01,4.65E+00,3.71E-01,9.00E+00,5.99E-02,5.89E-01,1.76E-01,2.90E+00,1.00E+00,0.00E+00,0.00E+00
241,7.40E+00,6.98E-01,1.49E-01,3.77E-03,4.71E-02,1.08E+00,4.14E-02,7.37E+00,1.77E-02,1.82E-03,5.09E+01,1.79E-02,6.00E+01,4.96E+01,3.26E+00,1.18E-03,1.58E-02,1.07E+02,4.05E+00,7.73E-01,2.22E+00,3.81E+00,1.17E+00,4.58E+00,5.42E-01,4.82E-01,5.55E-01,1.48E+00,1.00E+00,0.00E+00,0.00E+00
242,1.69E+01,7.33E-02,1.37E+00,1.42E-02,1.70E-01,2.81E+00,3.45E-02,8.35E-02,4.49E-01,3.31E-03,2.48E-01,2.63E+00,2.72E+01,6.22E+01,5.74E+00,2.43E-03,6.32E-01,1.87E+02,8.34E+00,3.09E+01,1.66E+00,3.47E+00,2.21E-01,2.38E-01,4.04E-01,4.39E-01,1.05E-01,7.68E-02,1.00E+00,0.00E+00,0.00E+00
243,6.40E-02,2.20E-01,1.27E-01,6.09E-02,5.56E-01,1.76E+01,3.27E+00,1.19E-02,1.26E-02,7.67E-01,2.01E-01,2.41E-01,4.55E+01,6.90E+01,6.76E-02,3.94E-03,5.50E-03,2.21E+00,1.35E+01,2.69E-01,6.28E-01,1.16E+01,5.35E+00,1.16E+00,1.53E-01,1.47E+00,2.55E+00,3.76E-01,1.00E+00,0.00E+00,0.00E+00
244,1.09E+01,1.87E-02,7.85E-01,2.94E-02,1.38E-02,5.18E+02,1.87E-01,3.85E-01,1.35E+01,4.73E-02,2.07E-01,5.30E-01,2.44E+00,5.41E+01,8.09E-03,7.63E-03,3.52E-02,2.64E-01,2.61E+01,1.72E+00,4.95E+00,4.93E-01,7.07E+00,1.12E+01,1.21E+00,6.24E-02,3.37E+00,3.61E+00,1.00E+00,0.00E+00,0.00E+00
245,5.97E+01,1.38E-01,3.48E-01,8.15E-03,2.74E-02,4.76E+02,1.15E-01,1.56E+00,2.21E-02,7.83E-02,1.40E-02,9.01E-02,1.42E-01,2.77E+01,4.20E-03,1.57E-01,2.76E-01,1.37E-01,5.38E+02,1.35E+01,4.11E+00,5.39E+00,1.10E+01,3.31E-01,1.00E+00,6.82E-01,5.21E+00,1.07E-01,1.00E+00,0.00E+00,0.00E+00
246,7.22E-01,4.17E-01,2.23E-02,4.07E-03,1.70E-02,3.07E+02,1.80E+00,4.29E-02,3.50E-03,5.51E+00,1.97E-02,2.06E+00,1.34E+00,2.78E+01,1.09E+01,8.97E-03,1.78E-02,3.57E+02,3.07E+01,8.68E-01,4.92E-01,5.27E-01,1.90E+01,1.16E+00,1.20E-01,6.68E-02,9.03E+00,3.73E-01,1.00E+00,0.00E+00,0.00E+00
247,8.85E-01,7.40E-01,4.95E+00,2.14E-03,8.96E-01,3.69E+00,3.06E+00,5.56E-03,1.31E+01,6.26E+00,8.35E+01,6.55E-01,1.99E+01,8.46E+01,2.18E-01,8.72E-03,1.49E+00,7.11E+00,2.99E+01,7.27E+01,1.52E+00,1.95E+00,1.78E+01,1.72E-01,3.71E-01,2.47E-01,8.47E+00,5.53E-02,1.00E+00,0.00E+00,0.00E+00
248,5.43E+00,8.70E-03,2.36E+00,1.19E-02,1.84E-01,1.30E+02,1.02E-01,1.68E-01,1.43E+00,8.59E-01,2.25E-03,7.28E-01,7.89E-02,9.97E+01,8.24E-03,4.26E-03,2.64E-01,2.69E-01,1.46E+01,1.29E+01,6.95E+00,3.97E-01,1.16E-01,1.01E+01,1.70E+00,5.03E-02,5.52E-02,3.26E+00,1.00E+00,0.00E+00,0.00E+00
249,2.00E-01,9.39E-02,1.83E-02,9.96E-03,3.43E-02,2.55E+01,1.76E-01,8.57E+00,1.32E-02,2.50E-01,3.14E-03,2.19E-01,1.50E-03,4.51E+01,1.50E+01,1.27E-02,6.79E-01,4.91E+02,4.35E+01,3.32E+01,1.26E+01,1.40E+01,1.19E-01,5.15E-01,3.07E+00,1.77E+00,5.65E-02,1.66E-01,1.00E+00,0.00E+00,0.00E+00
